2.225762557983398438e+01 2.176951026916503906e+01 2.100574874877929688e+01 2.161414337158203125e+01 2.091669654846191406e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.498939514160156250e+01 1.417228889465332031e+01 1.483979225158691406e+01 1.583932495117187500e+01 1.588922691345214844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.631506204605102539e+00 4.013199329376220703e+00 3.932898759841918945e+00 3.134618520736694336e+00 2.812478303909301758e+00 2.340664386749267578e+00 1.878057837486267090e+00 2.140156030654907227e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.555478954315185547e+01 1.640427207946777344e+01 1.721614265441894531e+01 1.716623878479003906e+01 1.612085342407226562e+01 1.553501796722412109e+01 1.604063224792480469e+01 1.683887290954589844e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
1.818032836914062500e+01 1.854031944274902344e+01 1.840926170349121094e+01 1.788765335083007812e+01 1.824036979675292969e+01 1.845320892333984375e+01 1.804176139831542969e+01 1.776384735107421875e+01 1.662840080261230469e+01 1.653297615051269531e+01 1.679554557800292969e+01 1.709528160095214844e+01 1.753497886657714844e+01 1.772717857360839844e+01 1.793873786926269531e+01 1.786573219299316406e+01 1.735480690002441406e+01 1.662981033325195312e+01 1.701196289062500000e+01 1.684276390075683594e+01 1.671962356567382812e+01 1.668567085266113281e+01 1.646698188781738281e+01 2.147608375549316406e+01 2.126659965515136719e+01 2.102657318115234375e+01 1.862381744384765625e+01 1.916233444213867188e+01 1.931581115722656250e+01 1.965176582336425781e+01 2.120895576477050781e+01 2.098804092407226562e+01 2.065286445617675781e+01 2.011079406738281250e+01 1.949187278747558594e+01 1.970546531677246094e+01 2.011028671264648438e+01 2.033432579040527344e+01 2.049524116516113281e+01 2.042780685424804688e+01 1.918344688415527344e+01 1.640187835693359375e+01 1.661329841613769531e+01 1.709587860107421875e+01 1.729588317871093750e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|5.827685356140136719e+00 5.563464164733886719e+00 6.115388393402099609e+00 6.221560478210449219e+00 6.596374988555908203e+00 7.122878551483154297e+00 7.321092605590820312e+00 7.040893077850341797e+00 7.070758819580078125e+00 7.133257865905761719e+00 6.840119361877441406e+00 5.433956146240234375e+00 5.186905384063720703e+00 5.261756896972656250e+00 5.481414318084716797e+00 4.649367332458496094e+00 4.745296478271484375e+00 3.973553419113159180e+00 3.969162940979003906e+00 4.111650466918945312e+00 4.370465755462646484e+00 4.473814964294433594e+00 4.695690631866455078e+00 6.622201442718505859e+00 6.431214332580566406e+00 6.805056571960449219e+00 7.413875579833984375e+00 7.373228549957275391e+00 6.995023727416992188e+00 7.289930343627929688e+00 5.884808063507080078e+00 6.167382240295410156e+00 6.173862934112548828e+00 5.864134311676025391e+00 6.147259712219238281e+00 5.887503623962402344e+00 6.474173545837402344e+00 6.868875980377197266e+00 6.754014492034912109e+00 6.284897804260253906e+00 5.604706764221191406e+00 6.312808036804199219e+00 6.349845886230468750e+00 6.044319629669189453e+00 5.814104080200195312e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
5.408896923065185547e+00 5.452596664428710938e+00 6.218381404876708984e+00 6.310000419616699219e+00 4.719630241394042969e+00 4.076850414276123047e+00 4.627338409423828125e+00 6.370856285095214844e+00 5.752823352813720703e+00 5.048549175262451172e+00 5.409442901611328125e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-1.307756042480468750e+01 -1.386933708190917969e+01 -1.340665149688720703e+01 -1.408722305297851562e+01 -1.345270633697509766e+01 -1.395895385742187500e+01 -1.439721488952636719e+01 -1.507197284698486328e+01 -1.496379852294921875e+01 -1.506943798065185547e+01 -1.567581558227539062e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
7.073452949523925781e+00 6.672809600830078125e+00 6.341428756713867188e+00 5.652835845947265625e+00 4.975082397460937500e+00 5.000775337219238281e+00 4.083528995513916016e+00 3.895321369171142578e+00 4.498399257659912109e+00 6.314136028289794922e+00 6.481533050537109375e+00 5.837424755096435547e+00 5.161902904510498047e+00 5.153350830078125000e+00 5.616116046905517578e+00 5.628788948059082031e+00 5.593946456909179688e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.190501499176025391e+01 1.237029075622558594e+01 1.292819786071777344e+01 1.289170742034912109e+01 1.319068241119384766e+01 1.237525272369384766e+01 1.227422618865966797e+01 1.156280803680419922e+01 1.175069141387939453e+01 1.164177703857421875e+01 1.098308277130126953e+01 1.075914955139160156e+01 1.071784591674804688e+01 1.118243217468261719e+01 1.149501514434814453e+01 1.211989879608154297e+01 1.349498176574707031e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.080086231231689453e+01 -1.112021350860595703e+01 -1.006658458709716797e+01 -9.323756217956542969e+00 -8.246506690979003906e+00 -8.683998107910156250e+00 -8.156620025634765625e+00 -8.509072303771972656e+00 -9.050636291503906250e+00 -8.985403060913085938e+00 -9.468463897705078125e+00 -1.019503974914550781e+01 -1.054596710205078125e+01 -1.059156036376953125e+01 -1.090547752380371094e+01 -1.123334026336669922e+01 -1.164919471740722656e+01 -1.186840248107910156e+01 -1.236587619781494141e+01 -1.216678714752197266e+01 -1.251218605041503906e+01 -1.201225948333740234e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|3.070431232452392578e+00 2.692345619201660156e+00 2.681527853012084961e+00 2.666207790374755859e+00 2.354185104370117188e+00 2.351250886917114258e+00 1.790275454521179199e+00 1.620895266532897949e+00 1.668341398239135742e+00 1.071903944015502930e+00 1.341979980468750000e+00 1.064766049385070801e+00 2.070314407348632812e+00 1.626633405685424805e+00 1.004408359527587891e+00 1.515772700309753418e+00 1.992957592010498047e+00 2.500354528427124023e+00 2.380161046981811523e+00 1.967402696609497070e+00 1.591793775558471680e+00 1.276770114898681641e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
8.066063880920410156e+00 8.186815261840820312e+00 7.445860385894775391e+00 7.126903057098388672e+00 7.507703781127929688e+00 8.254914283752441406e+00 8.976607322692871094e+00 9.751704216003417969e+00 9.781373023986816406e+00 8.872686386108398438e+00 8.413509368896484375e+00 9.313030242919921875e+00 9.861632347106933594e+00 9.297945976257324219e+00 8.627449989318847656e+00 8.841561317443847656e+00 9.244323730468750000e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|3.708634376525878906e+00 3.237141132354736328e+00 3.772660255432128906e+00 3.125854015350341797e+00 2.728620767593383789e+00 2.529313564300537109e+00 2.684790134429931641e+00 3.156156301498413086e+00 3.846379756927490234e+00 4.092544078826904297e+00 4.479664325714111328e+00 4.393062591552734375e+00 4.801554679870605469e+00 5.339360713958740234e+00 5.482144355773925781e+00 4.992947101593017578e+00 3.477748155593872070e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
5.782520294189453125e+00 4.910532474517822266e+00 5.327213764190673828e+00 4.503331184387207031e+00 4.458339214324951172e+00 5.144152641296386719e+00 6.513433933258056641e+00 5.810832500457763672e+00 5.899359703063964844e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|2.213812637329101562e+01 2.210367393493652344e+01 2.147676277160644531e+01 2.105256080627441406e+01 2.021241569519042969e+01 2.034229850769042969e+01 2.016959953308105469e+01 1.971373367309570312e+01 2.039779281616210938e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.887950181961059570e+00 3.833858728408813477e+00 4.604495525360107422e+00 4.648341655731201172e+00 4.165869235992431641e+00 3.327731847763061523e+00 2.593920230865478516e+00 2.864144086837768555e+00 2.885868549346923828e+00 2.143904685974121094e+00 1.673046231269836426e+00 2.212699651718139648e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-2.508613824844360352e+00 -1.917158603668212891e+00 -2.121485948562622070e+00 -1.454996943473815918e+00 -1.017562508583068848e+00 -1.034923315048217773e+00 -1.295196294784545898e+00 -2.834246456623077393e-01 4.092450737953186035e-01 1.979123800992965698e-01 -2.365301698446273804e-01 -7.068991065025329590e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
3.273250341415405273e+00 3.125117063522338867e+00 2.729503154754638672e+00 2.312105417251586914e+00 1.795073270797729492e+00 1.115357518196105957e+00 1.354146718978881836e+00 1.674916267395019531e+00 1.381102681159973145e+00 1.445863962173461914e+00 1.082776188850402832e+00 2.710554599761962891e+00 2.616580009460449219e+00 2.908490657806396484e+00 1.849255919456481934e+00 2.043821334838867188e+00 1.469150662422180176e+00 9.433481097221374512e-01 6.634438037872314453e-01 6.235515475273132324e-01 1.089911699295043945e+00 1.245633125305175781e+00 9.945237636566162109e-01 1.595976829528808594e+00 2.077142000198364258e+00 2.453180789947509766e+00 2.072419404983520508e+00 2.317305564880371094e+00 2.042074680328369141e+00 1.915769815444946289e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.198278808593750000e+01 1.114630031585693359e+01 1.071401882171630859e+01 1.127012157440185547e+01 1.099446010589599609e+01 1.124119472503662109e+01 1.088920307159423828e+01 1.149905586242675781e+01 1.186738300323486328e+01 1.254427146911621094e+01 1.296450233459472656e+01 1.296242523193359375e+01 1.238356781005859375e+01 1.257482719421386719e+01 1.288815116882324219e+01 1.315563774108886719e+01 1.314514446258544922e+01 1.226499652862548828e+01 1.166574954986572266e+01 9.999092102050781250e+00 9.981982231140136719e+00 9.375236511230468750e+00 9.120058059692382812e+00 8.958561897277832031e+00 8.890557289123535156e+00 9.120076179504394531e+00 9.417798042297363281e+00 9.755970954895019531e+00 1.011158847808837891e+01 1.052776336669921875e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.407430648803710938e+00 4.396923542022705078e+00 4.511303901672363281e+00 4.126541614532470703e+00 3.741183996200561523e+00 3.194085597991943359e+00 2.900399923324584961e+00 3.206288576126098633e+00 2.752834081649780273e+00 2.901279926300048828e+00 3.324254989624023438e+00 3.995754957199096680e+00 4.568043708801269531e+00 5.239312171936035156e+00 5.114493370056152344e+00 5.435814380645751953e+00 5.488792419433593750e+00 5.357586860656738281e+00 5.018939971923828125e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|-9.629256129264831543e-01 -2.029005527496337891e+00 -2.623588085174560547e+00 -3.451623201370239258e+00 -3.020915031433105469e+00 -3.357243299484252930e+00 -2.805333375930786133e+00 -2.298172950744628906e+00 -1.813556432723999023e+00 -1.387744545936584473e+00 -8.666472434997558594e-01 -8.196963667869567871e-01 -1.468634724617004395e+00 -9.772982001304626465e-01 -1.556589365005493164e+00 -2.173294305801391602e+00 -2.729643106460571289e+00 -3.373268604278564453e+00 -3.204058885574340820e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
4.787089347839355469e+00 5.044165134429931641e+00 4.223886489868164062e+00 4.077011108398437500e+00 4.769514083862304688e+00 5.359716415405273438e+00 5.838027000427246094e+00 5.985456466674804688e+00 6.258493423461914062e+00 5.660577297210693359e+00 6.307111740112304688e+00 5.086893081665039062e+00 5.646379470825195312e+00 5.000340938568115234e+00 5.727904319763183594e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.156930923461914062e+01 1.108330440521240234e+01 1.104011631011962891e+01 1.023975658416748047e+01 1.035472106933593750e+01 1.190721797943115234e+01 1.160921096801757812e+01 1.104426288604736328e+01 1.037206172943115234e+01 1.006370353698730469e+01 9.394541740417480469e+00 8.672392845153808594e+00 9.259023666381835938e+00 9.306729316711425781e+00 8.716759681701660156e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-3.034165799617767334e-01 -3.789057433605194092e-01 -1.046083211898803711e+00 -1.718325257301330566e+00 -1.716698408126831055e+00 -1.693360090255737305e+00 -1.107233881950378418e+00 -2.214109897613525391e+00 -1.909565210342407227e+00 -1.123360395431518555e+00 -7.292680144309997559e-01 -8.088871836662292480e-01 -2.567524433135986328e+00 -2.446245908737182617e+00 -2.934434890747070312e+00 -2.423278093338012695e+00 -1.858448743820190430e+00 -1.394608259201049805e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|1.090638065338134766e+01 1.039570999145507812e+01 1.038007545471191406e+01 1.122861385345458984e+01 1.077348327636718750e+01 1.016861534118652344e+01 1.140253162384033203e+01 1.256291770935058594e+01 1.304199028015136719e+01 1.332981681823730469e+01 1.278187179565429688e+01 1.220085144042968750e+01 1.190201568603515625e+01 1.043772888183593750e+01 1.080563259124755859e+01 1.118261432647705078e+01 1.199202919006347656e+01 1.257311725616455078e+01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
-1.129104018211364746e+00 -1.205414056777954102e+00 -1.313599109649658203e+00 -1.312005043029785156e+00 -1.058465719223022461e+00 -1.135201811790466309e+00 -9.276458621025085449e-01 -7.671625018119812012e-01 -6.225656867027282715e-01 -4.962881803512573242e-01 -4.292132556438446045e-01 -4.922508299350738525e-01 -3.847989439964294434e-01 -5.451455712318420410e-01 -5.437964200973510742e-01 -2.088786512613296509e-01 -1.197544485330581665e-01 -4.098750352859497070e-01 -9.247890710830688477e-01 -1.555078029632568359e+00 -1.999934554100036621e+00 -1.822374463081359863e+00 -2.166263341903686523e+00 -3.067909479141235352e+00 -3.320991992950439453e+00 -3.109807491302490234e+00 -2.366324186325073242e+00 -2.727413177490234375e+00 -2.669779300689697266e+00 -2.716533899307250977e+00 -2.786603212356567383e+00 -2.685282230377197266e+00 -2.864719152450561523e+00 -2.556300878524780273e+00 -2.174273967742919922e+00 -7.624976634979248047e-01 -4.621833264827728271e-01 -1.009376570582389832e-01 -5.123211443424224854e-02 9.549020975828170776e-02 -1.322001367807388306e-01 -5.118859410285949707e-01 -3.448800742626190186e-01 -5.710268020629882812e-01 -9.843548536300659180e-01 -1.116079330444335938e+00 -1.207768678665161133e+00 -1.934808731079101562e+00 -2.063441753387451172e+00 -2.318958044052124023e+00 -2.140787363052368164e+00 -1.749099850654602051e+00 -1.832795739173889160e+00 -2.103322744369506836e+00 -1.776235103607177734e+00 -1.552189350128173828e+00 -2.114200353622436523e+00 -1.813053965568542480e+00 -1.441195964813232422e+00 -1.250553727149963379e+00 -1.313180804252624512e+00 -1.846294164657592773e+00 -2.013648271560668945e+00 -1.916085124015808105e+00 -1.983841657638549805e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan|5.309337615966796875e+00 4.686500072479248047e+00 4.030523300170898438e+00 1.339483737945556641e+00 7.872380018234252930e-01 5.291510224342346191e-01 5.943868160247802734e-01 3.900403976440429688e-01 4.918682575225830078e-01 3.491382598876953125e-01 6.489906311035156250e-01 9.443791508674621582e-01 1.482354164123535156e+00 1.794413208961486816e+00 2.207475662231445312e+00 1.993978381156921387e+00 2.038257598876953125e+00 1.880466341972351074e+00 2.208634138107299805e+00 2.447571754455566406e+00 2.688310146331787109e+00 2.454778671264648438e+00 2.874911785125732422e+00 2.990045309066772461e+00 2.896393060684204102e+00 2.631880283355712891e+00 3.033550024032592773e+00 2.822599649429321289e+00 2.686585664749145508e+00 3.115500688552856445e+00 3.360731124877929688e+00 3.694550752639770508e+00 4.003418445587158203e+00 4.216108322143554688e+00 4.491713523864746094e+00 6.026578903198242188e+00 6.366777896881103516e+00 7.102440357208251953e+00 8.096529006958007812e+00 7.797416210174560547e+00 7.958018302917480469e+00 7.818488597869873047e+00 7.418281555175781250e+00 7.659322738647460938e+00 7.346256732940673828e+00 6.962834835052490234e+00 6.826817989349365234e+00 6.483889102935791016e+00 7.127859592437744141e+00 6.897037506103515625e+00 6.786298274993896484e+00 6.877017498016357422e+00 6.985473632812500000e+00 6.236469745635986328e+00 6.019055843353271484e+00 5.606455802917480469e+00 5.367803573608398438e+00 5.059560775756835938e+00 6.162163734436035156e+00 6.157056331634521484e+00 5.944815158843994141e+00 5.306922912597656250e+00 4.553179740905761719e+00 3.915126323699951172e+00 3.768553495407104492e+00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
